iter	Logloss
220	0.08631350464
221	0.08621107624
222	0.08618510209
223	0.08614184673
224	0.0861169143
225	0.08601883781
226	0.0859961705
227	0.08587081159
228	0.08581730234
229	0.08572907215
230	0.08567447532
231	0.08561225357
232	0.08554317177
233	0.08550540341
234	0.08544537686
235	0.08529801494
236	0.08524522517
237	0.08514812062
238	0.08506809816
239	0.08498875258
240	0.08493574172
241	0.08486990507
242	0.08477541971
243	0.08472594574
244	0.08464461372
245	0.08458335957
246	0.08453991939
247	0.08448397877
248	0.08447053183
249	0.08438293049
250	0.08429841773
251	0.0842562951
252	0.08419709043
253	0.08401387826
254	0.08394032237
255	0.08382093302
256	0.08374870944
257	0.08366150134
258	0.08351836602
259	0.08347033365
260	0.08341915284
261	0.08339426525
262	0.08331402066
263	0.08326853203
264	0.08309550701
265	0.08304099482
266	0.08293079913
267	0.08279186088
268	0.08272601609
269	0.0826436455
270	0.08259788104
271	0.0825604585
272	0.08248042893
273	0.08244077605
274	0.08240305469
275	0.08235533479
276	0.08216939096
277	0.08210059166
278	0.08187694792
279	0.08181650125
280	0.0817599024
281	0.08172095009
282	0.08158194789
283	0.08151056281
284	0.08146434
285	0.08142194535
286	0.0813995857
287	0.08133645067
288	0.08130684689
289	0.08127314959
290	0.08119477606
291	0.0811128732
292	0.08105022347
293	0.08102864039
294	0.08098265744
295	0.08093213729
296	0.08091789358
297	0.08088867678
298	0.08085134763
299	0.08079326693
300	0.08076317589
301	0.08073470466
302	0.08070541086
303	0.08061252921
304	0.08058594942
305	0.08053150089
306	0.08050875983
307	0.08047601829
308	0.08042364773
309	0.08033194155
310	0.08029527343
311	0.0802469153
312	0.08019759298
313	0.08015672464
314	0.08012751092
315	0.08009643206
316	0.08003990932
317	0.08000623081
318	0.07995519422
319	0.07991449896
320	0.07991222324
321	0.07990789069
322	0.07987250132
323	0.07979579419
324	0.07975387538
325	0.07959649974
326	0.07955604135
327	0.07950331811
328	0.07946071753
329	0.07940013096
330	0.07935698404
331	0.0793160095
332	0.07926063836
333	0.07922145121
334	0.07917376889
335	0.0791352297
336	0.0790642183
337	0.07900838409
338	0.07897231896
339	0.07897028134
340	0.07892538654
341	0.07890163384
342	0.07889970771
343	0.07886947112
344	0.07879537532
345	0.07875842724
346	0.07871403944
347	0.07864554402
348	0.07859782456
349	0.07853510945
350	0.07849248992
351	0.07837730412
352	0.0783481163
353	0.07832842869
354	0.07832659355
355	0.07824979793
356	0.07820872594
357	0.07820707436
358	0.07810503789
359	0.07805610861
360	0.07805443641
361	0.0780244564
362	0.07799179272
363	0.07794311297
364	0.0779315726
365	0.07788680911
366	0.07782423776
367	0.07779479797
368	0.07775652964
369	0.07775477457
370	0.07775314862
371	0.07771802353
372	0.07768954332
373	0.07759210125
374	0.07752229511
375	0.07750019529
376	0.07749889022
377	0.07744667607
378	0.07733422253
379	0.07730032836
380	0.07724891646
381	0.07719628634
382	0.07715440708
383	0.07696062736
384	0.07682941257
385	0.07680096641
386	0.07674589708
387	0.07667630981
388	0.0766204092
389	0.07657424913
390	0.07654624374
391	0.0764978539
392	0.07644759529
393	0.07635187829
394	0.07631250801
395	0.07625339906
396	0.0762209676
397	0.07614844278
398	0.07611253669
399	0.07602598906
400	0.07598690563
401	0.07589905055
402	0.07586696638
403	0.07586567628
404	0.07583113783
405	0.07580089795
406	0.07578190085
407	0.07575156867
408	0.07571836488
409	0.07567390138
410	0.07563701169
411	0.07559786603
412	0.07556752193
413	0.07551026662
414	0.07542560728
415	0.07537464424
416	0.07534374312
417	0.07522353572
418	0.07520069501
419	0.07512258673
420	0.07506824219
421	0.07506698373
422	0.07503306905
423	0.07499983392
424	0.07496769671
425	0.07493802419
426	0.07490895651
427	0.07488154512
428	0.07481735959
429	0.07472435245
430	0.07468373055
431	0.07464609472
432	0.07458388375
433	0.07455067229
434	0.0744966639
435	0.07446691077
436	0.0743475345
437	0.0743200158
438	0.07426637962
439	0.07424732102
440	0.07421284978
441	0.07418731428
442	0.0741443992
443	0.07409445162
444	0.07401444463
445	0.07394683732
446	0.07392034511
447	0.07386733917
448	0.07381963794
449	0.07361115336
450	0.07349175806
451	0.07344153436
452	0.07338795218
453	0.07336113065
454	0.07333472077
455	0.07329608806
456	0.0732430084
457	0.0731983491
458	0.07315641335
459	0.07312174521
460	0.07309842229
461	0.07309720909
462	0.07309607663
463	0.07307328153
464	0.0730383529
465	0.07300562662
466	0.07295343442
467	0.07291826722
468	0.07283422845
469	0.07279375783
470	0.07277065509
471	0.07275120853
472	0.07273342086
473	0.0727041508
474	0.0726627241
475	0.07262870799
476	0.07257492888
477	0.07257380201
478	0.07250916685
479	0.07237145435
480	0.07224833992
481	0.07219313444
482	0.07215801656
483	0.07214867793
484	0.07202153937
485	0.07198316239
486	0.07194674037
487	0.0718857686
488	0.07184332326
489	0.07182345741
490	0.07179576835
491	0.07163255915
492	0.0715754735
493	0.07149777475
494	0.07146877077
495	0.07142616635
496	0.07138331981
497	0.07131641178
498	0.07128437385
499	0.07124417709
500	0.07123031504
501	0.07119967435
502	0.07116993428
503	0.07112900122
504	0.0710886931
505	0.07104671993
506	0.07103361758
507	0.07098305942
508	0.07097323551
509	0.07095460514
510	0.07092477079
511	0.07088329033
512	0.0708415403
513	0.07081101739
514	0.07075112553
515	0.07072045022
516	0.07068856316
517	0.0706436966
518	0.07058743968
519	0.07055489666
520	0.0705165591
521	0.07048859667
522	0.07043124332
523	0.07041449763
524	0.07037399116
525	0.07035473628
526	0.07034178535
527	0.07032505126
528	0.07027059853
529	0.07022359084
530	0.07020990771
531	0.07018599412
532	0.070173041
533	0.07005038835
534	0.0700088413
535	0.06997383082
536	0.06996814674
537	0.06993634639
538	0.0699030279
539	0.06988753455
540	0.06986595146
541	0.06974042322
542	0.06970306365
543	0.06966808563
544	0.06962835116
545	0.06961226115
546	0.0695859159
547	0.06952710267
548	0.06949196
549	0.06947582729
550	0.06944538571
551	0.06939902212
552	0.06935274978
553	0.06931961945
554	0.06926926447
555	0.06923614364
556	0.06919006202
557	0.06915527253
558	0.06913565743
559	0.06909554986
560	0.06905685205
561	0.06903478086
562	0.06899060746
563	0.06896109919
564	0.06892529683
565	0.06890010896
566	0.06886856173
567	0.06883704973
568	0.06881649891
569	0.0687969893
570	0.06876258526
571	0.06861536068
572	0.06859200295
573	0.06856237897
574	0.06852408773
575	0.06849107931
576	0.06848361868
577	0.06847757515
578	0.06844190888
579	0.06840539331
580	0.06836955329
581	0.0683506129
582	0.06831416924
583	0.06826128981
584	0.06821807379
585	0.06818520579
586	0.06815903391
587	0.06812562817
588	0.06807673593
589	0.06804884534
590	0.06800877554
591	0.06799577856
592	0.06796756699
593	0.06790762181
594	0.06788032911
595	0.06784646254
596	0.06783094298
597	0.06779157526
598	0.06777231281
599	0.06774176809
600	0.06770757505
601	0.06768356151
602	0.06764940331
603	0.0676338102
604	0.06753116629
605	0.06748288975
606	0.06746310205
607	0.0674599496
608	0.06743670646
609	0.06739999681
610	0.06737623196
611	0.06735363998
612	0.06732012328
613	0.06729185085
614	0.06725714426
615	0.06722014024
616	0.06717375166
617	0.06714180401
618	0.06710389202
619	0.06704069498
620	0.06701828501
621	0.06697770011
622	0.06693983273
623	0.0668985941
624	0.06688713633
625	0.06685000794
626	0.06682360078
627	0.06677277559
628	0.06673007545
629	0.06669469385
630	0.06666409044
631	0.06656901312
632	0.06652929842
633	0.06649786858
634	0.06645961297
635	0.06641095329
636	0.0663802686
637	0.06636115458
638	0.06630710692
639	0.06629631035
640	0.06626132901
641	0.06621712184
642	0.06620645774
643	0.06616559591
644	0.06614998044
645	0.06612267663
646	0.06610388859
647	0.06608484666
648	0.06605365218
649	0.06600553257
650	0.06596184412
651	0.06595935615
652	0.06592616853
653	0.06589098931
654	0.065881419
655	0.06584355759
656	0.0658242383
657	0.06579714467
658	0.06579018989
659	0.065747114
660	0.06571771623
661	0.06570000821
662	0.06566779115
663	0.06564245369
664	0.06561470572
665	0.06556495602
666	0.06551837216
667	0.06547834759
668	0.06544768366
669	0.06541175114
670	0.06539309117
671	0.06535698411
672	0.06532671396
673	0.06528039975
674	0.06525678169
675	0.06522576421
676	0.06520400494
677	0.06518435475
678	0.06514357766
679	0.06513164535
680	0.06510171827
681	0.06508095671
682	0.06506210288
683	0.06504294065
684	0.06501986255
685	0.06496746868
686	0.06494290275
687	0.06491654985
688	0.06487934797
689	0.06485183153
690	0.0648267311
691	0.06480260963
692	0.06477414017
693	0.06473545105
694	0.06470077304
695	0.06465613032
696	0.06462989377
697	0.06460722181
698	0.06458311464
699	0.06456364282
700	0.06455695903
701	0.06452231292
702	0.06450440573
703	0.06447817375
704	0.0644248399
705	0.06437690656
706	0.06434951029
707	0.06431288025
708	0.06428267303
709	0.06425386333
710	0.06423635142
711	0.06420421581
712	0.06408086265
713	0.06404129075
714	0.06400298106
715	0.0639688905
716	0.06394807011
717	0.06392601677
718	0.06390017045
719	0.06386909516
720	0.06385284497
721	0.06382876569
722	0.06380197973
723	0.06378060602
724	0.0637541709
725	0.06366359701
726	0.06360703809
727	0.06356507875
728	0.06353269258
729	0.06349160466
730	0.06345915241
731	0.06345650335
732	0.06343045413
733	0.06338289007
734	0.0633484023
735	0.06333890585
736	0.06332035304
737	0.06328569356
738	0.06326221487
739	0.06324357106
740	0.06323595729
741	0.0632041901
742	0.06316853783
743	0.06314851954
744	0.0631153324
745	0.06309886181
746	0.06306423279
747	0.06304748405
748	0.06299820483
749	0.06297256777
750	0.06295245761
751	0.06293444313
752	0.06293220661
753	0.0629021056
754	0.06284910511
755	0.06282175814
756	0.06279642365
757	0.06278385359
758	0.06274981933
759	0.06274666919
760	0.06268090072
761	0.06264748846
762	0.06262743507
763	0.06259380453
764	0.06256525181
765	0.0625276867
766	0.06252228559
767	0.06248796607
768	0.0624671547
769	0.06244261589
770	0.06243563526
771	0.06241707972
772	0.06239913546
773	0.06238076249
774	0.06234733173
775	0.06232568275
776	0.0623127973
777	0.06231060101
778	0.06227868627
779	0.06224927995
780	0.06221203974
781	0.06217207639
782	0.06209466403
783	0.06207992782
784	0.06206068064
785	0.06190562296
786	0.0618717567
787	0.06182976742
788	0.06180994529
789	0.06178708654
790	0.06175376078
791	0.06173008566
792	0.06169746982
793	0.06165295665
794	0.06161272045
795	0.06158450994
796	0.0615590329
797	0.06152833359
798	0.06150499095
799	0.06147290045
800	0.06144004332
801	0.0614257972
802	0.06139909989
803	0.06137925047
804	0.06135438198
805	0.06133587174
806	0.06131883961
807	0.06129886162
808	0.06126854787
809	0.06125513084
810	0.06122895933
811	0.06120621072
812	0.0611882984
813	0.06117482667
814	0.06113896407
815	0.06110007922
816	0.06106552769
817	0.06104402009
818	0.06099523569
819	0.06096743721
820	0.06093027852
821	0.06090997111
822	0.0608773021
823	0.06085107723
824	0.06080964119
825	0.06078679431
826	0.06075830516
827	0.06071473543
828	0.06067175345
829	0.06064911441
830	0.06061601941
831	0.06057910494
832	0.06054265608
833	0.06049338505
834	0.06044710051
835	0.0604220227
836	0.06039787393
837	0.06037415069
838	0.06036360007
839	0.06033487405
840	0.06031704418
841	0.06028382627
842	0.06026359392
843	0.0602171057
844	0.06018444954
845	0.06015516983
846	0.06012480191
847	0.06011162066
848	0.06006719294
849	0.06005114057
850	0.0600219314
851	0.06001252479
852	0.05999090452
853	0.05996050083
854	0.05992154676
855	0.05989798199
856	0.05986778268
857	0.05984635245
858	0.05981182063
859	0.05973815595
860	0.05971510353
861	0.05968399619
862	0.05964916782
863	0.05963119472
864	0.05959187599
865	0.05955311815
866	0.05952500529
867	0.05950441601
868	0.05947518976
869	0.05944943679
870	0.05942825709
871	0.05941466859
872	0.0593644585
873	0.05934454402
874	0.0593373333
875	0.05933208985
876	0.05930869024
877	0.05928695255
878	0.05926541939
879	0.05924322302
880	0.05922060915
881	0.05920278782
882	0.05920104992
883	0.05918011247
884	0.05915050808
885	0.05912652899
886	0.0591130047
887	0.05909058415
888	0.05907472755
889	0.0590544714
890	0.05901437986
891	0.0589957907
892	0.05897439533
893	0.05895352232
894	0.05891451165
895	0.0588720352
896	0.05884549725
897	0.05881962036
898	0.05879866281
899	0.0587817306
900	0.05876078275
901	0.05873384355
902	0.0587031596
903	0.05867589088
904	0.05864774432
905	0.05861238778
906	0.05859122318
907	0.05856045098
908	0.05853737491
909	0.05849371389
910	0.05846572243
911	0.05845075875
912	0.05842481027
913	0.05840884556
914	0.0583840608
915	0.05836470579
916	0.05833295462
917	0.05829873485
918	0.05829496877
919	0.05828317961
920	0.05827087105
921	0.05825189752
922	0.05822460412
923	0.05819635867
924	0.05815874907
925	0.05812600306
926	0.05807280879
927	0.05805623247
928	0.05802130752
929	0.05799644137
930	0.05797423991
931	0.05796888999
932	0.05794302119
933	0.05793553366
934	0.0579330231
935	0.05791140307
936	0.05788370779
937	0.05786225293
938	0.0578462044
939	0.05782945765
940	0.05780528592
941	0.0577863078
942	0.05775387098
943	0.05774034483
944	0.05772442561
945	0.0577001426
946	0.05769301774
947	0.05768215491
948	0.05767134248
949	0.05766648777
950	0.05765968017
951	0.0576548368
952	0.05763893352
953	0.05761574859
954	0.05758794245
955	0.05755907216
956	0.05754707156
957	0.0575382591
958	0.05752769485
959	0.05750070056
960	0.05746667582
961	0.05744334103
962	0.05743088251
963	0.0574146582
964	0.05739296559
965	0.05737900009
966	0.05736445117
967	0.05733561823
968	0.05731729111
969	0.05730473792
970	0.05728665558
971	0.05726021204
972	0.05724602619
973	0.05723418467
974	0.05720737299
975	0.0571759301
976	0.05715144925
977	0.05713106382
978	0.05711437695
979	0.05710409349
980	0.05708468933
981	0.05707443857
982	0.0570484842
983	0.05702665908
984	0.05697425328
985	0.05694432864
986	0.05690920952
987	0.05688745721
988	0.05687594099
989	0.05686047372
990	0.05683838749
991	0.05681513718
992	0.05678254428
993	0.05675381448
994	0.05671648842
995	0.05668077241
996	0.0566636812
997	0.05663554364
998	0.05662730922
999	0.05661702223
